year,question_no,context,question,A,B,C,D,answer,region
2016,39,,. A component of marketing mix that is put in a consumable form to satisfy the consumer is,product,promotion,place,price,A,international
2016,40,,Goods become the property of the buyer on the transfer of liability and possession without immediate payment under the,hire purchase agreement,credit sale agreement,auction sales agreement,conditional sales agreement,A,international
2016,41,,. The value at which one country obtains another country's currency is,terms of trade,exchange rate,bank rate,terms of payment,B,international
2016,42,,Specializing in the sale of one line of goods is the main feature of,supermarkets,chain stores,mail order,mobile shops,B,international
2016,43,,. One objective of the European Union is to,fight the guilty nation in time of war,eliminate drug addiction among member countries,eliminate all tariffs and quotas among member countries,fight against child abuse in member countries,C,international
2016,44,,Which of the following persons is a part of a business internal environment?,employees,supplier,creditor,customer,A,international
2016,45,,A person or a firm to whom a sum of money is owed is,banker,guarantor,debtor,creditor,D,international
2016,46,,A general tax which applies at each point of exchange of goods and services is,a specific tax,an ad valorem tax,a value added tax,a direct tax,C,international
2016,47,,"If a business uses part of its profits to develop the area where to operates, the business, is fulfilling its",economic responsibility,marketing responsibility,social responsibility,managerial responsibility,C,international
2016,48,,. Production ends when goods and services,reach the final user,are used for manufacturing,are packed and labelled,are sold to the middlemen,A,international
2016,49,,The process of converting a non-profit making organization to a profit making business is,indigenization,privatisation,deregulation,commercialization,D,international
2016,50,,"A disinctive symbol, title or design that readily identifies the company and its products is",Patent right,Trade mark,trade name,Brand name,D,international
,,,,,,,,,
,,,,,,,,,
2017,1,,Commercial activities received a great boost in West Africa due to contact with,Asian,Europeans,Americans,Africans,B,africa
2017,2,,The job of the police in keeping law and order in the society is,a commercial Service,an indirect service,a direct service,a self service,B,international
2017,3,,A business which becomes insolvent may result in,continuity,expansion,liquidation,re-incorporation,C,international
2017,4,,Which of the following activities does not belong to the extractive occupation?,Quarrying,Carving,Mining,Agriculture,B,international
2017,5,,The major division of commerce are,"import, export and transportation",trade communication and warehouse,"import, trade and production",trade and auxiliaries to trade,D,international
2017,6,,A Memorandum of Association is a document,defining a company's relationship with the public,inviting the public to buy a company's shares,governing the affairs of the partnership,regulating a company's internal affairs,A,international
2017,7,,The main purpose of branding is to,increase the quantity of goods demanded,increase the selling price of goods,differentiate goods from other similar goods,enhance turnover of goods,C,international
2017,8,,The facility which is not provided by the port authority is,berth,warehouse,tarmac,cranes,B,international
2017,9,,A cheque could be dishonored as a result of,insufficient funds,same amount in words and figures,general crossing,regular signature,A,international
2017,10,,"When a company sells shares to existing share-holder at preferential rates, this is",right issue,bonus issue,private placing,issue by introduction,A,international
2017,11,,The conversion of raw materials into finished goods is performed by,the extractive industry,service occupations.,commercial occupation,the manufacturing industry,D,international
2017,12,,Which of the following is not factor of production?,,Capital,Labour,Exchange,C,international
2017,13,"Adama's opening stock is D5,000. He purchased goods worth D30,000. His closing stock was D7,000 and sales D55,000",What is the average stock?,"D12,000","D7,000","D6,000.","D5,000",C,international
2017,14,,What is the cost of goods sold?,"D55,000","D42,000","D32,000","D28,000",D,international
2017,15,,What is the rate of stock turnover?,11 times,6 times,4.7 times,4 times,C,international
2017,16,,Which of the following is a source of short term capital?,Trade credit,Shares,Leasing,Debenture,A,international
2017,17,,The Most suitable channel for the sale of an aircraft is,manufacturer- wholesaler- retailer consumer,manufacturer- wholeasaler-consumer,. manufacturer- retailer -consumer,manufacturer-consumer,D,international
2017,18,,The duty payable on goods produced locally is,export duty,excise duty,import duty,advalorem duty,B,international
2017,19,,. An overdraft is granted to holders of,savings accounts,loan accounts,deposit account,current accounts,D,international
2017,20,,The amount of capital used in the day-to-day running of a company is,working capital,capital employed,share capital,fixed capital,A,international
2017,21,,An example of an invisible item of trade is,oil,shipping,machinery,textile,B,international
2017,22,,". In a hire purchase agreement, the buyer is the",agent,hirer,lesse,lessor,B,international
2017,23,,Which of the following terms is not used in price quotation for goods?,E & O.E,C.I.F,Ex works,F.A.S,A,international
2017,24,,"Mr. Ojo paid Noak the sum of N3,000 for a piece of land without signing a deed of sale. The element of contract which is lacking in the transaction is",valuable consideration,. formality,offer and acceptance,capacity,B,international
2017,25,,Which of the following documents is used in home trade only?,Bill of lading,Airway bill,Certificate of origin,Proforma invoice,D,international
2017,26,,The Central Bank carries out its monetary policy through,discounting bills,credit ceiling,replacement of worn-out notes,bank rate,A,international
2017,27,,The expert responsible for the calculation of probability of risks in insurance is,an actuary,an underwriter,a broker,a solicitor,A,international
2017,28,,A disadvantage of rail transport is that,it carries bulky goods only,the cost of carriage is high,it is not flexible,it travels on schedule,C,international
2017,29,,The advertising medium that makes only audio impression is,cinema,radio,television,hoardings,B,international
2017,30,,A speculator in the stock exchange market who sells securities in anticipation of a fall in their prices is a,. broker,bull,bear,stag,B,international
2017,31,,Which of the following activities aims at increasing sales?,. Insurance,Banking,Warehousing,Advertising,D,international
2017,32,,A machine supplied by the post office to organisation to imprint stamps on their letters is,vending machine,shredding machine,automated teller machine,. franking machine,D,international
2017,33,,An agreement between two parties which can be enforced is,a warranty,an offer,consideration,a contract,D,international
2017,34,,The marketing mix element which ensures that goods are available when and where needed is,place,price,product,promotion,A,international
2017,35,,An example of a computer's output device is a,keyboard,mouse,monitor,scanner,C,international
2017,36,,Ocean liners are vessels that,sail at scheduled times on fixed routes,sail any time to any place where there is cargo,. carry only cargo,carry only liquid,A,international
2017,37,,The process of placing the right people in the right position in an organisation is,planning,. motivating,staffing,directing,C,international
2017,38,,The right of an unpiad seller does not include,declaring the buyer bankrupt,retaining the possession of the goods,stopping the goods while in transit,. reselling the goods,A,international
2017,39,,The coming together of people who engage in trade and industry in a particular area is,an employer's association,a trade association,a chamber of commerce,a trade union,C,international
2017,40,,The term which enjoins the buyer to examine goods throughly before making a purchase is,uberimae fidei,. caveat venditor,consumer sovereignty,caveat emptor,D,international
2017,41,,Which of the following is not a tool for sales promotion?,Publicity,Exhibition,Competition,Free Samples,C,international
2017,42,,The organisation of local and international trade fairs is the responsibility of,trade associations,. labour unions,chambers of commerce,customs and excise authorities,C,international
2017,43,,"Under the principle of subrogation, the insurer has the right to",abrogate the contract,re-insure the property,take over any legal rights of the insured,take over all liabilities of the insured,A,international
2017,44,,The law that protects a musician's work from piracy is,usury law,copyright,trademark,hire purchase,B,international
2017,45,,. Which of the following countries is a member of the Lake Chad Basin Commission?,The Gambia,Cameroon,Ghana,Guinea,B,africa
2017,46,,. Which of the following is a type of marine insurance?,Endowment,Hull,Accident,Fidelity,A,international
2017,47,,The transfer of ownership of government businesses to individuals is,commercialisation,deregulation,privatization,nationalization,C,international
2017,48,,One of the aims of ECOWAS is to,discourage foreign investors,promote privatization policy,ensure production of quality products,promote trade within the region,D,africa
2017,49,,. Which of the following business relies on government subvention for its operation?,Public Corporation,Public Limited Company,Co-operative society,Private Limited Company,A,international
2017,50,,Balance of payment deficits may be caused by,revaluation of currency,sales of foreign reserves,unrestricted exports,unrestricted imports,D,international
,,,,,,,,,
,,,,,,,,,
2018,1,,Activities which facilitate commerce include,engaging youths in environmental sanitation,funding political campaigns,Providing recreational facilities in communities,Improving road networks,,international
2018,2,,A document through which invitation is extended to the public to subscribe to shares is,articles of association,prospectus,memorandum of association,quotation,,international
2018,3,,One example of a product of the construction industry is a,chair,bag of cement,piece of cloth,television,,international
2018,4,,. A person authorized to sell the property of a company in a winding up is,an auctioneer,an agent,a liquidator,a bailee,,international
2018,5,,The purchase and sale of goods over electronic system is,E-payment,E-commerce,E-mail,E-transfer,,international
2018,6,,One disadvantage of a sole proprietorship is,quick decision making,unlimited liability,pride. of ownership,unlimited source of capital,,international
2018,7,,Which of the following is a source of short-term finance to a business?,Hire purchase,Overdraft,Lease,Debenture,,international
2018,8,,The portion of share capital which the company has asked shareholders to pay is,called up capital,authorized capital,paid-up capital,. unpaid capital,,international
2018,9,,Multilateral trade is carried out,between two countries only,within many countries,among many countries,between neighbouring countries only,,international
2018,10,,. An association of businesses engaged In both trade and industry is a,co-operative society,trade union,trust fund,chamber of commerce,,international
2018,11,,Which of the following statements is true of a debenture?,Its holders receive interest,It forms part of company's authorized capital,Its holders are co-owners of the company,Its holders control the company,,international
2018,12,,The path through which a product moves from the manufacturer to the consumer is a,channel of communication,line of production,means of transportation,channel of distribution,,international
2018,13,,"If the opening stock of Ali Ltd is N40;000, cost of goods sold is N48,000 and closing stock is N24,000, its rate of turnover will be",1.2 times,1.5 times,2.0 times,7.5 times,,international
2018,14,,A business which requires a certificate of trading in order to commence operation is,co-operative society,private company,sole proprietorship,public company,,international
2018,15,,Exchange of goods in international market which does not involve the use of money is,barter trade,entrepot trade,counter trade,bilateral trade,,international
2018,16,,Which of the following features is not associated with a chamber of commerce? It is,Democratically administered,an independent association,open only to entrepreneurs,a voluntary association,,international
2018,17,,The reason for sending a proforma invoice to a potential customer is that it is,. an indication of the seller's willingness to grant credit,a polite way of telling the customer to return the goods,an invitation to the buyer to buy on hire purchase,a polite way of refusing to sell on credit,,international
2018,18,,The insurance policy taken to cover dishonesty of accounts personnel of an organisation is,employer's liability,fidelity guarantee,life endowment,marine insurance,,international
2018,19,,Which of the following documents is used when goods are being sent by a common carrier?,Delivery nite,Consignment nnote,Advice note,Credit note,,international
2018,20,,A put option in the stock exchange is an option,to sell,not to sell,to buy,not to buy,,international
2018,21,,The functions of money do not include,store of value,medium of exchange,double coincidence of wants,means of deferred payment,,international
2018,22,,"A document of title to goods written by the ship owner, specifying that certain goods are being conveyed in the ship is a",bill of sale,bill of sight,bill of entry,bill of lading,,international
2018,23,,Informative advertising is aimed at,giving advice on the use of a product,influencing customers to buy a product,giving gifts to attract customers,encouraging specific customers to buy a product,,international
2018,24,,A cheap means of carrying bulky goods over long distance is by,rail,road,air,pipeline,,international
2018,25,,A contract terminated by the occurrence of an event which makes performance impossible is discharge by,breach,agreement,frustration,performance,,international
2018,26,,An individual employed to act on behalf of another within a specified guideline is,a jobber,an agent,broker,a distributor,,international
2018,27,,Which of the following is not a component of the marketing mix?,Price,place,population,Product,,international
2018,28,,A method of buying in anticipation of price fluctuation in the commodity market is,Speculation,arbitrage,contango,hedging,,international
2018,29,,A shipping do cora spectaling the charges for carrying a particular car oil off aired voyage is,dock warrant,right note,a bill of lading,mate's receipt,,international
2018,30,,Commercial gets who are authorized to keep goods until they are sold are,Factors,distributors,brokers,. auctioneers,,international
2018,31,,An advertisement method whose objective is to convince customers to buy a product is,informative advertisement,persuasive advertisement,competitive advertisement,mass advertisement,,international
2018,32,,A government legislation which ensures that quality goods and services are available to customers is,Hire Purchase Act,Copyright Act,Price control Act,Standard Organisation Act,,international
2018,33,,A bank draft is a cheque draw by a bank on,another bank,. itself,creditors,Customers' deposits,,international
2018,34,,A company is quoted on the stock exchange when its shared are,Put under private placement,not for sale to the public,Listed for sale on the exchange,Owned by the government,,international
2018,35,,Which of the following functions is not performed by the export promotion council?,Prevention of importation of harmful goods,Provision of credit facilities to exporters,Provision of technical advice to exporters,Creation of export free Zones,,international
2018,36,,Activities undertaken to create awareness of a product by giving out samples or gifts is,Marketing mix,marketing concepts,window display,sales promotion,,international
2018,37,,An advantage of privatizing a firm is that it,becomes more efficient,sells good at low prices,Employs more workers,Attracts more customers,,international
2018,38,,The transfer of authority by a superior officer to his subordinate in an organisation is,Controlling,decentralization,delegation,directing,,international
2018,39,,The provision of scholarships by a firm to needy students is part of its,Political responsibility,economic responsibility,social responsibility,legal responsibility,,international
2018,40,,How many countries form ECOWAS?,17,16,15,14,,africa
2018,41,,Which of the following is a modern means of communication?,Grape vine,E-mail,whistles,Town crier,,international
2018,42,,A system of issuing new shared to selected investors instead of the general public is,Public offer,Issue by tender,offer for sale,private placement,,international
2018,43,,. One of the aims of the European Union is to,ease trade among member countries.,Enhance better trade with Africa,enhance free trade with America,offer financial assistance to poor countries,,international
2018,44,,The purpose of commercialization is to,Encourage the participation of the private sector,make state-owned firms more efficient,Encourage the flow of foreign capital,enables state-owned firms pay tax,,international
2018,45,,The time allowed for loading and unloading a ship at the harbour is,Demurrage,tenure,lay days,dead freight,,international
2018,46,,Interbank indebtedness is settled at the,clearing house,money market,discount house,stock exchange,,international
2018,47,,The concern of a marketing manager whose company has adopted the marketing concept is to,Recruit more salesmen,make maximum profit,Identify and satisfy customers needs,maintain the company's share of the market.,,international
2019,48,,A firm which turns timber into wooden office desks belongs to the,extractive industry,direct service industry,indirect service industry,construction industry,,international
2019,49,,E-commerce is an activity which involves,trading in products through the post office,trading in products through the internet,buying and selling of products through telegram messages,buying and selling of products through fax messages,,international
2019,50,,Rent is the return on,a loan,labour,land,a share,,international
